word	status	source	decision	note
ម៉ុះតុះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ូដ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ូណាកូ	approved	unknown	standard	no Chuon definition; legacy word
ម៉ូណូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ូណូបាស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ូតែល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ូនីទ័រ	approved	unknown	standard	no Chuon definition; legacy word
ម៉ូរា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ូសេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ែក្មេក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ែត្រគីប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ែត្រគូប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ែធម៌	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ែមីង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ែយ៉ែម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ៃហៀ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ោក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ោងសកល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ោន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ៅការ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម័កប៉ែន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្ករ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្ខែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្គី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្ច៉ាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្ជូរគ្រែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្ដងនោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្ដេង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្ដេចកើត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្ទូក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្ទេសហាវៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្ទែស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្នឹស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្រត្យុសយ្យា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្រិញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្រីក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្រឹគជិវ័ន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្រឹគី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្រែក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្លុង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្លើយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម្សៅញី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យកកេរ្ដ៏ឈ្មោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យកតម្រាប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យកនំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យក្ខនី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យក្រីត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យដិ័	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យថា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យន្តករ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យល់សុបិន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យសសក្ដា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យសុម្មាទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យាក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យានិក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យាមោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យីថូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យីអើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យឹថ្កា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យុគន្តកល	approved	chuon-nath-1967	standard	no matching RAC definition; legacy word
យុង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យុត្តិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យុប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យុយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យុល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យូដា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យូនីក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យូយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យូហ៊ឺ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យើងខ្ញុំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យើអើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យៀន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យៀវហ៊ឺ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យេមែន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យោធានិយម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យៅវ័នម័ទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យ៉ាងនោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យ៉ាដ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យ៉ាស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យ៉ាហ៊ូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យ៉ូប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យ៉ូយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យ៉ូហាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យ៉េន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យ៉ៅហន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
យ័រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រកាកោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រកាត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រកៀម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រក្សសី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រក្សសៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រខេករខាក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រខេករខោក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រខែករខោក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រងក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រងមុខ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រងីករងែក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រងឹត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រង៉េករង៉ាក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រង់ចាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រង្គជីព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រង្គះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រង្វល់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រង្វិល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រចាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រចេចរចូច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រជកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រជុំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រជួល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រជ្ជ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រញ៉ីរញ៉ៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រញ៉ូវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រញ្ញា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រដាប់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រដុបរដឺន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រដុបរដៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រដុំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រដូប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រដោច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រដ្ឋក្រិត្យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រដ្ឋធិបតី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រណក្រិត្យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រណា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រណែងរណាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រណែងរណោង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រតន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រតនគីរី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រតនព័ស្តុ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រតនាភារណៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រតឺង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រតឺងរតាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រតែករតោក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រតែងរតាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រតែងរតោង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រត់រក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រត់លឿន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រត្តប្បល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រត្តិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រត្ន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រថយិទ្ធ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រថា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រទាំរទូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រនៀត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រនះព្រៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រន្ថើន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រន្ទី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
រន្ទេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
របទឹម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
របស់សកល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
របាំងគយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
របាំសៀក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
របុះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
របៀងមុខ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
របេច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
របេះរបើង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
របែរបោរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
របោរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
