word	status	source	decision	note
ពភ្លិកពភ្លាក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពលការ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពលសួយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពលីកម្ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពស់ត្រី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពហុ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពហុកីឡាដ្ឋាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពហូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពហូស័ក្ដ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពហូស័ក្ដិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពហូស័ក្តិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពហ៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាក់បង្កង់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាក់មួក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាក្យទំនៀម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាក្យបណ្ដាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាក្យសង្ឃពាក្យសត្យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាក្យសច្ចា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាក្យសច្ចៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាងទឹក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាណិជ្ជករ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាណិជ្ជ្កម្ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពានី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាយព្យ័	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពារាម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាលា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាលិស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាហិរា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាឡម្រឹគី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាំងល្វា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពាំនាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពិកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពិតមែន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពិធីការ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពិធីការនី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពិរុទ្ធកម្ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពិសារ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពិឡារី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពីក្មេង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពីក្រៅ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពីណា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពីមលា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពីមុន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពីរធ្នូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពីរបី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពីរៀន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពីលើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពីស្ដាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពីឡាត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពឺតតែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពុតពាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពុទ្ធតម្រាស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពុទ្ធធ៌ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពុទ្ធា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពុទ្ធិកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពុទ្ធិមាមកៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពុទ្ធិសាសនិក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពុទ្ធោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពុំបាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពូកម៉ាក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពូល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពួង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពើយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពេចពិលរមឹលមើល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពេលមុន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពែទ្យសត្វ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពែរមី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពោះធំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពៅពុំងា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពំនាល់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពំនុល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពំនុះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពំនូល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពំពាក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ពៈញា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព័ន្ធុ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព័ន្ធុភាព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព័ន្ធុវិជ្ជា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្ន័យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្យគ្ឃី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្យាស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រងិល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រនាក់បំពង	approved	chuon-nath-1967	standard	no matching RAC definition; legacy word
ព្រនឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រនូង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រយឺត	approved	chuon-nath-1967	standard	no matching RAC definition; legacy word
ព្រលូត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រលួត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រលំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រវរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រហ្មចរិយា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រហ្មចារិយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រហ្មចារីយធម៌	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រហ្មេស្វេរិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រឹស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រៀង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រែលាត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រៃញី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រៃធំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រៃវិហារ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រៃវៃង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រៃស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះកេស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះកេសា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះខាន់រាជ្យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះចៅ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះជីវ័	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះនគរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះនាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះនាម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះបិតា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះបីតិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះមាតា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះរាជបុត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះសូរសៀង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្រះស្រីជៀប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្លយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ព្លីការ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភក្ដ្រា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភគិនេយ្យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភណ្ឌូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភតគាម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភតិការក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភទន្តេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភព្វ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភវ័ន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភស៊ី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភាក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភាគទុន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភាពលំអិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភាវភាព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភាវរស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភិនភាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភិម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភិរុណ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភុជតា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភូតវិទ្យា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភេទនិយភាព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភេទនិយ៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភេសជ្ជះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភោគភ័ស្ដ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភ័យង្ករ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភ័ស្ដុតាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភ្ងោក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភ្នាក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភ្នៀត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភ្នំក្រវ៉ាញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភ្លត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភ្លន់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភ្លួត	approved	chuon-nath-1967	variant	definition match 1.00
ភ្លើត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ភ្លែម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មកខែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មកល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មគា៌	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មគ្គុទ្េទសិកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មងព្រួល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មង្គលបូរី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មច្ឆាជាតិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មជ្ឈត្តិក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មណ្ឌលគីរី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មតាមហា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មធុរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មធ្យមសិក្សាប័ត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មនុស្សភក្សា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មបាត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មមាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មមីងមមាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មមូរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មមួរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មមើយំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មយា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មយាមយ៉	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មយីមយា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មយីមាយា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មរគា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មល៉ាយូ	approved	chuon-nath-1967	standard	no matching RAC definition; legacy word
មសូរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មហាថេរី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មហាមិត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មហារាស្ត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មហាស្រ័យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មហិតមា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មហិមនី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មហិមន្តី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មហិមន្តុ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មហិស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មហឹស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មហោសថ៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មាគ៌	approved	chuon-nath-1967	standard	no matching RAC definition; legacy word
មាតាមហយ្យិកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មាតិកភណ្ឌ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មាតុ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មានកំណត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មានត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មានតែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មានទាន់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មានទាស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មានទោស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មានបើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មានវិញ្ញាណ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មានអី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មានិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មានៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មាន់ញី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មាមីង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មាយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មាយីមាយា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មាហាទាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិគ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិញ	approved	unknown	standard	no Chuon definition; legacy word
មិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិត្តភ័ក្ដិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិត្រភិបាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិនកំណត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិនដែលអ៊ីះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិនទាន់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិនទាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិនផេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិនមែន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិនអ៊ីះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិនា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មិល្លី	approved	unknown	standard	no Chuon definition; legacy word
មិស្ស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីក្រូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីក្រូសារពា៌ង្គកាយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីគទាយពន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីង៉ា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីឆា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីឌី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីតូច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីទឹក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីនស្ក៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីនាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីនី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីនុត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីនេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីនោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មីល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុខក្រោយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុខជាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុខថ្លា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុខសាស្ត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុខស្ញូញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុខស្រងួត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុងសាយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុទ្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុនីនាថ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុនីរាជ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មុយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មូត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មូទីស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មូទ័រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មូលកុសល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មូលប័ត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មូលប្បទានប័ត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មូលមតិគ្នា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មូឡ្ហា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មួកដែក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មួង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មួត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មួនទួន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មួយនិសោត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មើង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មើលចិត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មើលតែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មើលបៀ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មើលស្លឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មៀស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេកក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេកកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេក្របី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេគង្គា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេគុណ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេគោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេឃម៉ែត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេឃស័ព្ទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេឃា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេឌៀ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេតា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេត្តាវិហារិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេត្រូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេទុន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេធំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេនាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេនេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេនោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេភ្លើង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេមង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេមាន់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេម៉ង់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេរៀន	approved	unknown	standard	no Chuon definition; legacy word
មេលំព្រៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេសេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេសោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេសំរែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេស្រា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេអាប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មេអំបេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មែញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មោគ្គល្លានី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មោឃៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មោឃៈកម្ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មោរៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
មំសី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាកុង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាកុស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាក់ប៉ា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាក្រូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាគី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាញ៉េ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាដាម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាន់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ារគី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ារិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាលី	approved	unknown	standard	no Chuon definition; legacy word
ម៉ាល់តា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាល់ទូសនិយម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាសក៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាសេរុ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាស៊ីវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាស៊ុត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ម៉ាស៊ូត	approved	unknown	standard	no Chuon definition; legacy word
ម៉ិតពត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
